,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
9681,569720701197750272,negative,1.0,Can't Tell,1.0,US Airways,jamokee,0,@USAirways you are the worst.,2015-02-23 04:49:34,"Sandy Eggo, California ",Alaska
9682,569719964023853056,negative,1.0,Customer Service Issue,0.6643,US Airways,MelCMP,0,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL,2015-02-23 04:46:38,Pennsylvania,Eastern Time (US & Canada)
10284,569393942296432640,negative,0.7065,Late Flight,0.3696,US Airways,AdamGiamba,0,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!,2015-02-22 07:11:09,"Bronx, NY",Eastern Time (US & Canada)
6870,570076673162543104,neutral,0.6608,,,Delta,mOnKofficial,0,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man,2015-02-24 04:24:05,Philadelphia/Cali,Eastern Time (US & Canada)
2865,568857374934601728,negative,0.6706,longlines,0.3412,United,shanp611,0,@united I think you should board from the back of the plane #whatstheholdup #CHItoCLE,2015-02-20 19:39:01,"Cleveland, OH",
2293,569274001173979137,negative,1.0,Lost Luggage,1.0,United,Far3TheeWell,0,@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?,2015-02-21 23:14:33,,Eastern Time (US & Canada)
11001,568626368373780481,negative,1.0,Customer Service Issue,1.0,US Airways,Allisonjones704,0,@USAirways we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.,2015-02-20 04:21:05,,
14093,569667782910058496,neutral,1.0,,,American,georgetietjen,0,@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,2015-02-23 01:19:18,,
9752,569682228269068288,negative,1.0,Late Flight,1.0,US Airways,JeffGRogers,0,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",2015-02-23 02:16:42,"Spring HIll, FL",Eastern Time (US & Canada)
10986,568637070207422464,negative,1.0,Customer Service Issue,0.6522,US Airways,syfialkoff,0,@USAirways that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA,2015-02-20 05:03:36,,
14090,569668455202484224,negative,1.0,Late Flight,0.6488,American,Curyf,0,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,2015-02-23 01:21:58,Brasil,Brasilia
2339,569253382898126850,negative,1.0,Flight Attendant Complaints,0.65,United,TimBouhour,0,"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",2015-02-21 21:52:37,"Raleigh, NC",
7378,569633393673150464,negative,1.0,Can't Tell,1.0,Delta,AIMPortW,0,@JetBlue I have to say that JetBlue has officially lost a customer. What a waste of all the points I have too! I am yet to be in a flight..,2015-02-22 23:02:38,,
10356,569354882370572289,neutral,0.6667,,0.0,US Airways,nataliembaur,0,@USAirways what's going on with passengers diverted to CLT on FLL to PHL flight that left at 830 tonight?,2015-02-22 04:35:56,"Miami, Florida",
13570,569827602589835265,negative,1.0,Cancelled Flight,0.6315,American,farfalla818,0,@AmericanAir can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!,2015-02-23 11:54:21,"Plano, Texas",
8330,568483098310152193,neutral,1.0,,,Delta,erinthetraveler,0,@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?,2015-02-19 18:51:47,Massachusetts,Eastern Time (US & Canada)
14589,569594855556452352,negative,1.0,Customer Service Issue,1.0,American,jmgscott,0,@AmericanAir I've been trying for 4 hours to get hold of someone.,2015-02-22 20:29:30,"Dallas, TX",Central Time (US & Canada)
13969,569683974748033026,negative,1.0,Customer Service Issue,0.6659,American,kerryonpr,0,@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.,2015-02-23 02:23:38,,Alaska
2315,569261063406882816,negative,1.0,Flight Booking Problems,0.6596,United,apopnj01,0,@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none,2015-02-21 22:23:08,USA,Eastern Time (US & Canada)
12609,570088310334484480,negative,0.6559999999999999,Lost Luggage,0.6559999999999999,American,sannimaarit,0,"@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to.",2015-02-24 05:10:19,Finn between Detroit & Toledo,Helsinki
2507,569154879484235776,negative,1.0,Bad Flight,0.6646,United,tony____k,0,"@united diverged to Burlington, Vermont. This sucks.",2015-02-21 15:21:12,,Eastern Time (US & Canada)
2894,568844078730727424,negative,1.0,Flight Booking Problems,0.6333,United,paul_chard63,0,"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,",2015-02-20 18:46:11,"Celebration, FL ",Eastern Time (US & Canada)
5225,569250085516681216,neutral,1.0,,,Southwest,mcleanrs,0,"@SouthwestAir I know where that is! Alas I live far, far away now. #Books",2015-02-21 21:39:31,"Provo, Utah",Pacific Time (US & Canada)
10243,569464902164856832,negative,1.0,longlines,0.3569,US Airways,AdrianMartinG15,0,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,2015-02-22 11:53:07,,
135,569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,tfaz,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,2015-02-22 22:39:09,"Oakland, California",Pacific Time (US & Canada)
11287,568241989453393920,negative,1.0,Can't Tell,0.3565,US Airways,f0ll0wer99,0,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,2015-02-19 02:53:42,,Central Time (US & Canada)
13662,569766140332937216,negative,1.0,Late Flight,1.0,American,anasmom,0,@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :),2015-02-23 07:50:08,Bay Area,Pacific Time (US & Canada)
3372,568487509958774784,negative,1.0,Late Flight,0.6804,United,pdxmucci,0,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc",2015-02-19 19:09:19,"Portland, OR",
8314,568491668858662914,negative,0.6629,Can't Tell,0.6629,Delta,alanbestnyc,0,"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",2015-02-19 19:25:50,,Quito
12406,570198744907567106,positive,1.0,,,American,vickky1319,0,@AmericanAir Thank you.,2015-02-24 12:29:09,Somewhere In The World...,Eastern Time (US & Canada)
8580,568152035767554048,neutral,1.0,,,Delta,Lulabella83,0,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward",2015-02-18 20:56:15,"Alexandria, Va",Atlantic Time (Canada)
4631,569974710915571712,positive,0.677,,0.0,Southwest,seezulu,0,@SouthwestAir really easy for locals to get down to the strip. book.,2015-02-23 21:38:55,,
5663,568828574641328128,positive,1.0,,,Southwest,cbtatenstl,1,@SouthwestAir that's awesome! Love flying SWA!,2015-02-20 17:44:35,"St. Louis, MO",Central Time (US & Canada)
4086,567827860280324096,negative,0.6537,Can't Tell,0.6537,United,irenefromakovos,0,@united can you not see the thread?,2015-02-17 23:28:06,,
9899,569623190730887168,negative,1.0,Can't Tell,0.6186,US Airways,dave_cavan,0,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,2015-02-22 22:22:06,"Livonia, MI",
453,567893201719156736,positive,0.6559,,,Virgin America,KallysAlbertSr,0,@VirginAmerica That's classy.,2015-02-18 03:47:44,USA,
2274,569281144186908672,negative,0.6565,Can't Tell,0.3539,United,ZachAlpert,0,@united quality work going on here. http://t.co/9xbO5daKaK,2015-02-21 23:42:56,"Chicago, IL",Central Time (US & Canada)
9512,569897573294743552,positive,1.0,,,US Airways,steve_muns,0,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,2015-02-23 16:32:24,"Washington, DC",Eastern Time (US & Canada)
1775,569591456190504961,neutral,0.6354,,0.0,United,tspinnersbride,0,@united You must follow me in order for me to send you a direct message if that is what you meant.,2015-02-22 20:16:00,,
13231,569910774556004352,negative,1.0,Customer Service Issue,1.0,American,pornobobbie,0,@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.,2015-02-23 17:24:51,"ÜT: 37.77581,-122.419796",Pacific Time (US & Canada)
7270,569705380282019841,neutral,1.0,,,Delta,AdamJBerry,0,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,2015-02-23 03:48:41,Provincetown Ma,Eastern Time (US & Canada)
7238,569847852605812737,negative,1.0,Late Flight,1.0,Delta,SL_024,0,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,2015-02-23 13:14:49,,Eastern Time (US & Canada)
3763,568144831496593408,negative,1.0,Lost Luggage,1.0,United,zackintheusa,0,@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.,2015-02-18 20:27:38,"columbus, oh",Central Time (US & Canada)
3793,568118981170606080,negative,0.6838,Flight Booking Problems,0.6838,United,dr_spencer,0,@united 16 days for one flight and 8 for the other (roundtrip).,2015-02-18 18:44:54,Nicaragua,Central America
2800,568894256070287360,neutral,1.0,,,United,jayfalck,0,"@united FYI, went through this on similar flight last week.",2015-02-20 22:05:34,"Austin, TX",Central Time (US & Canada)
13457,569858278370516992,negative,1.0,Customer Service Issue,0.6509,American,Jhosa_M,0,@AmericanAir But when becomes about get money from the passengers are very strict but don't have ANY feedback as a reward,2015-02-23 13:56:15,Ando por el mundo,Caracas
3119,568656507480481792,negative,1.0,Bad Flight,0.3507,United,RobTrongone,0,@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,2015-02-20 06:20:51,New Jersey,
3264,568564006329434113,positive,0.6715,,0.0,United,PaulBEsteves,0,@united thanks for the help. Wish the phone reps could be so accomidating,2015-02-20 00:13:17,Brooklyn,Eastern Time (US & Canada)
12853,570000126636216320,negative,1.0,Customer Service Issue,0.7117,American,drestuart,0,"@AmericanAir It's not about weather, it's logistics. Why should I hold for 90 minutes when you called me? Why not get more desk agents?",2015-02-23 23:19:54,I am from Internet!,Atlantic Time (Canada)
4796,569728483384930304,negative,1.0,Cancelled Flight,1.0,Southwest,OrygunPride,0,@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx,2015-02-23 05:20:30,,
11305,568223612802637824,negative,0.6859,Late Flight,0.6859,US Airways,TravisAJB,0,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.,2015-02-19 01:40:41,,Quito
10414,569323273172832256,negative,0.6563,longlines,0.3282,US Airways,ball_tracey,0,@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(,2015-02-22 02:30:20,,Amsterdam
7095,569937891788505088,neutral,0.3556,,0.0,Delta,JsLife23,0,"@JetBlue Or...

....how about a 1way LAX-NYC(area) under 190?! Is this possible ?",2015-02-23 19:12:36,,
9490,569909058250997760,positive,1.0,,,US Airways,The_BlueAnchor,0,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,2015-02-23 17:18:02,"Dallas, TX",Central Time (US & Canada)
5238,569242665956610048,negative,1.0,Customer Service Issue,0.7158,Southwest,Lozano_dc,0,@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife,2015-02-21 21:10:02,,Eastern Time (US & Canada)
450,567946319349706753,negative,1.0,Customer Service Issue,0.6977,Virgin America,helenalor,0,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,2015-02-18 07:18:49,San Francisco,Eastern Time (US & Canada)
8477,568215628890411009,neutral,1.0,,,Delta,nngoc92,0,"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?",2015-02-19 01:08:57,02861,Eastern Time (US & Canada)
11898,570305051819941889,neutral,1.0,,,American,Chandrafaythe,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",2015-02-24 19:31:34,,Quito
734,570110386827087872,negative,1.0,Cancelled Flight,0.3444,United,kbleggett,0,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,2015-02-24 06:38:03,"Ottawa, Canada",Eastern Time (US & Canada)
13074,569946742277451776,negative,0.6379,Flight Booking Problems,0.3578,American,janetmcq,0,"@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis",2015-02-23 19:47:47,"Memphis, TN",Central Time (US & Canada)
5079,569360777926217728,negative,1.0,Late Flight,1.0,Southwest,scoobydoo9749,0,"@SouthwestAir that's gotta be a new record: 4 hrs in the air, 11 hrs waiting and 0 bags delivered to destination.",2015-02-22 04:59:22,"Tallahassee, FL",America/Chicago
223,569221440794271745,positive,1.0,,,Virgin America,carlos89178,0,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,2015-02-21 19:45:41,,
11674,567831160978677760,negative,0.6356,Late Flight,0.3355,US Airways,LisaWilsonDaly,0,@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!,2015-02-17 23:41:13,"Centerville, Ohio",Atlantic Time (Canada)
10417,569322175175352322,neutral,0.6769,,0.0,US Airways,SavageEmperor,0,@USAirways I'm on flight 623 from DIA to Ontario tomorrow morning. no access to the airport via taxi or shuttle. What should I do?,2015-02-22 02:25:58,"Denver, CO",Alaska
8860,567794802394406912,positive,1.0,,,Delta,CinziannaP,0,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,2015-02-17 21:16:44,,Eastern Time (US & Canada)
2535,569119503516246016,negative,1.0,Customer Service Issue,0.6523,United,justin_gbp,0,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,2015-02-21 13:00:38,,
